"motif_id","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","motif_name","ic_score"
"MA1533.2",7.95619098219173e-05,3.01979664141289,0.582,0.307,0.0548181558673011,"NR1I2",13.6307889682101
"MA1151.2",8.05749123212052e-05,-1.77980039723871,0.379,0.574,0.0555161145893104,"RORC",9.68774554894153
"MA1963.2",8.63679094314111e-05,-2.2514138012945,0.407,0.604,0.0595074895982422,"SATB1",11.9103708490388
"MA1546.2",9.02569242617264e-05,1.36474457101894,0.665,0.485,0.0621870208163295,"PAX3",14.5627426905153
"MA1466.2",9.13980974989495e-05,2.15151479329899,0.67,0.505,0.0629732891767762,"ATF6",18.8898138690689
"MA0482.3",9.97762414836095e-05,1.49680543394213,0.654,0.475,0.0687458303822069,"GATA4",10.8718969543491
"MA0836.3",0.000104232300982572,2.11521715411904,0.698,0.515,0.071816055376992,"CEBPD",11.4932904713808
"MA1968.2",0.000128678471794886,1.41199654639549,0.775,0.574,0.0886594670666763,"TFCP2",11.2441754252689
"MA0689.1",0.000132699655492352,1.80176301005935,0.538,0.366,0.0914300626342306,"TBX20",13.6330822816549
"MA0770.1",0.000155589390287191,1.91297051772715,0.648,0.455,0.107201089907874,"HSF2",17.1661147172974
"MA0766.3",0.000157496028976925,2.21924307094562,0.648,0.475,0.108514763965101,"GATA5",11.2596552939013
"MA0649.2",0.000199370156173299,2.28341736238357,0.588,0.426,0.137366037603403,"HEY2",11.7115760395123
"MA0810.2",0.000235658750552058,2.1661797438275,0.599,0.366,0.162368879130368,"TFAP2A",10.5176919023952
"MA1570.1",0.000238474851708144,2.39067641653295,0.582,0.406,0.164309172826911,"TFAP4",10.2397126153373
"MA0072.2",0.00025154249916774,-2.34582630202214,0.379,0.564,0.173312781926573,"RORA",13.3277480112458
"MA1496.2",0.00030187641002687,-2.78641177434236,0.396,0.564,0.207992846508514,"HOXA4",8.01544002294053
"MA1978.2",0.00033333887900457,1.49887562879728,0.736,0.545,0.229670487634149,"ZNF354A",11.6294911958998
"MA1729.2",0.00039874888729773,-1.65597024633795,0.423,0.624,0.274737983348136,"ZNF680",15.3452817961489
"MA0839.2",0.000437025613596603,0.926996374638898,0.67,0.416,0.301110647768059,"CREB3L1",16.9526602189387
"MA1713.2",0.000444573870055943,0.755687256640759,0.929,0.911,0.306311396468545,"ZNF610",13.519062119401
"MA0632.3",0.000465301670776655,0.855143048535015,0.802,0.634,0.320592851165115,"TCFL5",11.1221890321959
"MA0865.3",0.000503759590740327,0.331771578096316,0.813,0.663,0.347090358020086,"E2F8",10.5389796738411
"MA1655.2",0.000512377168043316,-1.7107822382181,0.357,0.554,0.353027868781845,"ZNF341",10.5387092826484
"MA0776.1",0.000634111230227004,1.02698265522269,0.692,0.495,0.436902637626406,"MYBL1",15.2125410267056
"MA2327.1",0.000712432250520865,-2.44637514386844,0.357,0.554,0.490865820608876,"PGR",10.1927699480485
"MA0899.2",0.000748674725420286,-1.78701311011811,0.396,0.584,0.515836885814577,"HOXA10",9.0049570611362
"MA0070.2",0.000956977423815839,0.777054178389676,0.566,0.376,0.659357445009113,"PBX1",9.43288779300837
